Titulo;Tesista;Grado;Asesor;Resumen;Año;Especialidad
"An&aacute;lisis, dise&ntilde;o e implementaci&oacute;n de un software para el apoyo del dictado de clases simulando el uso de una pizarra mediante un dispositivo electr&oacute;nico pen tablet";"Vega Navarrete, Brelis Alejandro"" xml:lang=""es_ES";Licenciatura;0;"El objetivo del presente documento es presentar las generalidades del proyecto de&#xA;tesis para optar por el título de Ingeniero Informático, teniendo como tema el análisis, diseño e implementación de un software para el apoyo del dictado de clases simulando el uso de una pizarra cuyos datos de entrada se obtendrán mediante un dispositivo electrónico Pen Tablet.";2011-05-09;Ingeniería Informática365
"An&aacute;lisis, dise&ntilde;o e implementaci&oacute;n de un sistema de informaci&oacute;n para la gesti&oacute;n y evaluaci&oacute;n del impacto en la sociedad de proyectos de responsabilidad social universitaria";"Trevejo Zamora, Nelly Elizabeth"" xml:lang=""es_ES";Licenciatura;0;El presente proyecto de fin de carrera propone realizar la implementación de un sistema de información para la gestión y evaluación del impacto en la sociedad de proyectos de responsabilidad social universitaria. Este sistema permitirá a los usuarios contar con toda la información del proyecto y será también una herramienta útil para la organización de los procesos y actividades que se desarrollan, así como la evaluación de los avances y el impacto que puedan tener en el desarrollo de la sociedad.;2011-05-09;Ingeniería Informática366
"An&aacute;lisis, dise&ntilde;o e implementaci&oacute;n de un algoritmo meta heur&iacute;stico GRASP que permita resolver el problema de rutas de veh&iacute;culos con capacidad";"Gallart Suárez, Joseph"" xml:lang=""es_ES";Licenciatura;0;"El problema de ruteo de vehículos consiste en hallar un conjunto de rutas óptimas de reparto que permitan satisfacer la demanda de clientes. Desde el punto de vista algorítmico, son problemas de optimización combinatoria de alta complejidad debido a la gran cantidad de posibles soluciones existentes que se podrían establecer por las conexiones entre el punto de origen (base de los vehículos de reparto) y los puntos destino (clientes).&#xA;En este proyecto se busca implementar dos algoritmos meta heurísticos&#xA;GRASP que permitan resolver el problema de ruteo de vehículos con capacidad uniforme considerando la demanda compartida en caso el cliente tenga mayor demanda que la capacidad del vehículo de reparto; además se&#xA;realiza una mejora de la solución utilizando un algoritmo de búsqueda local 2 Opt.";2011-05-09;Ingeniería Informática367
"An&aacute;lisis, dise&ntilde;o e implementaci&oacute;n de un comparador y sincronizador de bases de datos relacionales de distintos manejadores";"Calderón Garay, Giancarlo Roberto"" xml:lang=""es_ES";Licenciatura;0;"El presente proyecto consiste en el análisis, diseño e implementación de un&#xA;sincronizador de bases de datos relacionales de distintos manejadores, cuya finalidad es realizar la comparación de objetos entre dos bases de datos y sincronizar dichos objetos de acuerdo a las diferencias encontradas.";2011-05-09;Ingeniería Informática368
"An&aacute;lisis, dise&ntilde;o e implementaci&oacute;n de un sistema de administraci&oacute;n de incidentes en atenci&oacute;n al cliente para una empresa de telecomunicaciones";"Vega Bustamante, Rocío Olinda"" xml:lang=""es_ES";Licenciatura;0;"Las empresas de telecomunicaciones son regidas por el ente regulador, por lo que es&#xA;necesario monitorear el tiempo de atención de los casos que presente el cliente y de seguir la normativa establecida. De allí que la presente tesis, elaborada en la ciudad de Lima durante el periodo 2007 y 2009, presenta el análisis, desarrollo e implementación de un sistema de&#xA;administración de incidentes en Atención al Cliente para una empresa de telecomunicaciones.";2011-05-09;Ingeniería Informática369
"Administrador de proyectos de grid computing que hacen uso de la capacidad de c&oacute;mputo ociosa de laboratorios inform&aacute;ticos";"Iberico Hidalgo, Martín Alberto"" xml:lang=""es_ES";Licenciatura;0;"El proceso de aprendizaje, previo al análisis y construcción de la solución propuesta, de las tecnologías investigadas, y aún más, de la tecnología utilizada, fue fundamental en todo el resto del proceso de desarrollo del proyecto.&#xA;Se muestra el caso de aplicación, basado en la validación de modelos estadísticos de inferencia bayesiana utilizando simulaciones intensivas.&#xA;Estas simulaciones necesitan una gran capacidad de procesamiento, debido a que utiliza complejas estructuras matemáticas, así como procesos matemáticos muy largos, como generación de datos de entrada, y procesos de simulación iterativos. La cantidad de iteraciones tiende a ser muy grande, con lo que la precisión de toda la simulación es mucho mayor.";2011-05-09;Ingeniería Informática370
"An&aacute;lisis, dise&ntilde;o e implementaci&oacute;n de un sistema de informaci&oacute;n integral de gesti&oacute;n hospitalaria para un establecimiento de salud p&uacute;blico";"Mosquera Tarazona, Javier Francisco"" xml:lang=""es_ES,Mestanza Vigo, Willy"" xml:lang=""es_ES";Licenciatura;0;"El trabajo de tesis consiste en realizar un análisis y diseño de los sistemas de información del Hospital Nacional Cayetano Heredia del Perú identificando sus elementos críticos. El análisis se ha realizado teniendo en cuenta las áreas de: la dirección de Estadística e Informática, la dirección de Medicina y la oficina Ejecutiva de Apoyo Administrativo y el diseño se ha basado en la metodología &quot;The Simplified Method&quot;.";2011-05-09;Ingeniería Informática371
"An&aacute;lisis, dise&ntilde;o e implementaci&oacute;n de un sistema de informaci&oacute;n para la administraci&oacute;n de proyectos relacionados a la gesti&oacute;n social del agua y del ambiente en cuencas";"Coronel Lozano, Fernando"" xml:lang=""es_ES,Muñoz Díaz, Jorge Luis"" xml:lang=""es_ES";Licenciatura;0;"Para la aplicación de la gestión social del ambiente en cuencas GSAAC es necesario la formulación, ejecución y monitoreo de proyectos en cuencas, para lo cual la administración de los mencionados proyectos y sus consecuentes planes, presupuestos, red de instituciones y comunicaciones se realizan actualmente con aplicativos comerciales tales como Excel, Access y Project, lo que produce aumentos en los costos de operación, demoras en la elaboración de los reportes de análisis y mermas en la calidad de los resultados.&#xA;Por este motivo, en el documento de tesis se presenta el proceso y desarrollo de una herramienta especializada que solucione la problemática planteada en la administración de proyectos orientados a la gestión del agua y el ambiente en las cuencas costeñas, andinas y amazónicas.";2011-05-09;Ingeniería Informática372
"An&aacute;lisis, dise&ntilde;o e implementaci&oacute;n de un datawarehouse de soporte de decisiones para un hospital del sistema de salud p&uacute;blico";"Villanueva Ojeda, Álvaro"" xml:lang=""es_ES";Licenciatura;0;Las entidades de salud del sector público deben de tomar decisiones orientadas a satisfacer la demanda de servicios de los pacientes que acuden a los centros de salud y es por ello muy importante buscar mejorar los sistemas de información ligados a estos procesos de decisión. El presente tema de tesis propone la construcción de un Data Warehouse que servirá de apoyo en el proceso de toma de decisiones del directorio del hospital, el cual, decidirá en base a datos históricos y cuadros generados en línea.;2011-05-09;Ingeniería Informática373
"An&aacute;lisis, dise&ntilde;o e implementaci&oacute;n de un sistema de informaci&oacute;n de gesti&oacute;n y visualizaci&oacute;n de procesos de una empresa de tipo AFP";"Paredes Villalobos, Luis Alberto"" xml:lang=""es_ES,Paz Collado, Jorge Alberto"" xml:lang=""es_ES";Licenciatura;0;Casos de Uso, Vistas, reportes, Diagramas de clases.;2011-05-09;Ingeniería Informática374
"An&aacute;lisis, dise&ntilde;o y construcci&oacute;n de una herramienta para modelado de procesos : MJS process designer";"Camarena Gil, Meylin Cinthia"" xml:lang=""es_ES,Pedreschi Núñez, Jackeline Marina"" xml:lang=""es_ES,Rondón Suasnabar, Sandro Salvador"" xml:lang=""es_ES";Licenciatura;0;En este trabajo de tesis se presenta el desarrollo de una herramienta software basada en el lenguaje XPDL, que incluye como parte de sus funcionalidades: la definición de procesos, la explosión de actividades, la definición de metodologías y la gestión de versiones de los procesos y metodologías. Para lograr dicho objetivo, se ha desarrollado una extensión al XPDL que permita el manejo de los conceptos de: explosión, metodologías y versionado de procesos, dado que son conceptos que no se encuentran incluidos de forma nativa en el mencionado lenguaje.;2011-05-09;Ingeniería Informática375
"An&aacute;lisis, dise&ntilde;o e implementaci&oacute;n de un sistema de informaci&oacute;n para el control de becarios y exbecarios de una asociaci&oacute;n educativa";"Gutiérrez Zúñiga, Jessica"" xml:lang=""es_ES,Chanca de la Cruz, Marllessi Marilyn"" xml:lang=""es_ES";Licenciatura;0;"El presente proyecto de tesis tiene por objetivo realizar el análisis, diseño e&#xA;implementación de un sistema de información web que automatice los procesos de negocio de una asociación educativa que brinda préstamos universitarios, en su sede de Perú.";2011-05-09;Ingeniería Informática376
"An&aacute;lisis y dise&ntilde;o de una herramienta de desarrollo de soluciones para inteligencia de negocios : an&aacute;lisis dimensional";"Valdiviezo Basauri, Manuel Javier"" xml:lang=""es_ES,Herrera Geldres, Iván Zico Segundo"" xml:lang=""es_ES,Jáuregui Puertas, Gerardo Daniel"" xml:lang=""es_ES";Licenciatura;0;Para aquellos que desarrollan y mantienen los sistemas de información de soporte de decisiones, se hace necesario contar con una herramienta que ofrezca versatilidad y facilidad en la implementación de soluciones. Esta herramienta debe permitir generar reportes de diversos tipos e integrar información y datos desde diversos contextos.;2011-05-09;Ingeniería Informática377
"Modelado ling&uuml;&iacute;stico-pros&oacute;dico para un sistema conversor texto a voz mediante concatenaci&oacute;n de demis&iacute;labas";"Segura Salas, Elí Rónal"" xml:lang=""es_ES";Licenciatura;0;"El objeto principal de esta tesis ha sido el estudio del procesamiento&#xA;lingüístico y prosódico en un sistema conversor de texto a voz,  basado en&#xA;concatenación de unidades para un hablante limeño del castellano.&#xA;Basado en la información proporcionada por el estudio antes mencionado, se&#xA;realizó el análisis, diseño e implementación de los módulos del procesamiento&#xA;lingüísticoprosódico de un sistema conversor texto a voz; así como también,&#xA;se hicieron los cambios necesarios en los módulos del sintetizador de voz,&#xA;para aprovechar la información prosódica (duración segmental y contorno de&#xA;frecuencia fundamental) proveniente de esos módulos.";2011-05-09;Ingeniería Informática378
